Training School,District,Ownership,Address,Course Code,Course Name,Start date,EndDate
JINJA SCHOOL OF NURSING AND MIDWIFERY,JINJA,Government,P.O. BOX 43 - JINJA  0712 812 363 ,CCN,Certificate In Comprehensive Nursing,01/11/2005,01/05/2008
JINJA SCHOOL OF NURSING AND MIDWIFERY,JINJA,Government,P.O. BOX 43 - JINJA  0712 812 363 ,CCN,Certificate In Comprehensive Nursing,01/11/2007,01/05/2010
JINJA SCHOOL OF NURSING AND MIDWIFERY,JINJA,Government,P.O. BOX 43 - JINJA  0712 812 363 ,CCN,Certificate In Comprehensive Nursing,01/11/2008,01/05/2011
JINJA SCHOOL OF NURSING AND MIDWIFERY,JINJA,Government,P.O. BOX 43 - JINJA  0712 812 363 ,CCN,Certificate In Comprehensive Nursing,01/11/2009,01/05/2012
JINJA SCHOOL OF NURSING AND MIDWIFERY,JINJA,Government,P.O. BOX 43 - JINJA  0712 812 363 ,CCN,Certificate In Comprehensive Nursing,01/05/2011,01/11/2013
JINJA SCHOOL OF NURSING AND MIDWIFERY,JINJA,Government,P.O. BOX 43 - JINJA  0712 812 363 ,CCN,Certificate In Comprehensive Nursing,01/11/2010,01/05/2013
JINJA SCHOOL OF NURSING AND MIDWIFERY,JINJA,Government,P.O. BOX 43 - JINJA  0712 812 363 ,CCN,Certificate In Comprehensive Nursing,01/11/2011,01/05/2014
JINJA SCHOOL OF NURSING AND MIDWIFERY,JINJA,Government,P.O. BOX 43 - JINJA  0712 812 363 ,CN,Certificate in Midwifery,01/11/2009,01/05/2012
JINJA SCHOOL OF NURSING AND MIDWIFERY,JINJA,Government,P.O. BOX 43 - JINJA  0712 812 363 ,DCN,Diploma in Comprehensive Nursing,01/05/2007,01/05/2010
JINJA SCHOOL OF NURSING AND MIDWIFERY,JINJA,Government,P.O. BOX 43 - JINJA  0712 812 363 ,DCN,Diploma in Comprehensive Nursing,01/05/2008,01/05/2011
JINJA SCHOOL OF NURSING AND MIDWIFERY,JINJA,Government,P.O. BOX 43 - JINJA  0712 812 363 ,DCN,Diploma in Comprehensive Nursing,01/05/2009,01/05/2012
JINJA SCHOOL OF NURSING AND MIDWIFERY,JINJA,Government,P.O. BOX 43 - JINJA  0712 812 363 ,DCNE,Diploma in Comprehensive Nursing (Extension),01/05/2010,01/11/2011
JINJA SCHOOL OF NURSING AND MIDWIFERY,JINJA,Government,P.O. BOX 43 - JINJA  0712 812 363 ,DM,Diploma in Midwifery,01/05/2008,01/05/2011
JINJA SCHOOL OF NURSING AND MIDWIFERY,JINJA,Government,P.O. BOX 43 - JINJA  0712 812 363 ,DM,Diploma in Midwifery,01/05/2007,01/05/2010
JINJA SCHOOL OF NURSING AND MIDWIFERY,JINJA,Government,P.O. BOX 43 - JINJA  0712 812 363 ,DM,Diploma in Midwifery,01/05/2009,01/05/2012
JINJA SCHOOL OF NURSING AND MIDWIFERY,JINJA,Government,P.O. BOX 43 - JINJA  0712 812 363 ,DM,Diploma in Midwifery,01/11/2010,01/11/2012
JINJA SCHOOL OF NURSING AND MIDWIFERY,JINJA,Government,P.O. BOX 43 - JINJA  0712 812 363 ,DM,Diploma in Midwifery,01/11/2009,01/11/2012
JINJA SCHOOL OF NURSING AND MIDWIFERY,JINJA,Government,P.O. BOX 43 - JINJA  0712 812 363 ,DME,Diploma in Midwifery (Extension),01/05/2010,01/11/2011
JINJA SCHOOL OF NURSING AND MIDWIFERY,JINJA,Government,P.O. BOX 43 - JINJA  0712 812 363 ,DM,Diploma in Midwifery,01/11/2010,01/11/2013
JINJA SCHOOL OF NURSING AND MIDWIFERY,JINJA,Government,P.O. BOX 43 - JINJA  0712 812 363 ,DME,Diploma in Midwifery (Extension),01/05/2011,01/11/2012
JINJA SCHOOL OF NURSING AND MIDWIFERY,JINJA,Government,P.O. BOX 43 - JINJA  0712 812 363 ,DM,Diploma in Midwifery,01/11/2011,01/11/2014
JINJA SCHOOL OF NURSING AND MIDWIFERY,JINJA,Government,P.O. BOX 43 - JINJA  0712 812 363 ,DME,Diploma in Midwifery (Extension),01/05/2012,01/11/2013
JINJA SCHOOL OF NURSING AND MIDWIFERY,JINJA,Government,P.O. BOX 43 - JINJA  0712 812 363 ,DN,Diploma in Nursing,01/05/2008,01/05/2011
JINJA SCHOOL OF NURSING AND MIDWIFERY,JINJA,Government,P.O. BOX 43 - JINJA  0712 812 363 ,DN,Diploma in Nursing,01/05/2007,01/05/2010
JINJA SCHOOL OF NURSING AND MIDWIFERY,JINJA,Government,P.O. BOX 43 - JINJA  0712 812 363 ,DN,Diploma in Nursing,01/05/2009,01/05/2012
JINJA SCHOOL OF NURSING AND MIDWIFERY,JINJA,Government,P.O. BOX 43 - JINJA  0712 812 363 ,DN,Diploma in Nursing,01/11/2009,01/11/2012
JINJA SCHOOL OF NURSING AND MIDWIFERY,JINJA,Government,P.O. BOX 43 - JINJA  0712 812 363 ,DNE,Diploma in Nursing (Extension),01/05/2010,01/11/2011
JINJA SCHOOL OF NURSING AND MIDWIFERY,JINJA,Government,P.O. BOX 43 - JINJA  0712 812 363 ,DN,Diploma in Nursing,01/11/2010,01/11/2013
JINJA SCHOOL OF NURSING AND MIDWIFERY,JINJA,Government,P.O. BOX 43 - JINJA  0712 812 363 ,DNE,Diploma in Nursing (Extension),01/05/2011,01/11/2012
JINJA SCHOOL OF NURSING AND MIDWIFERY,JINJA,Government,P.O. BOX 43 - JINJA  0712 812 363 ,DNE,Diploma in Nursing (Extension),01/05/2012,01/11/2013
JINJA SCHOOL OF NURSING AND MIDWIFERY,JINJA,Government,P.O. BOX 43 - JINJA  0712 812 363 ,DPN,Diploma in Paediatrics and Child Health Nursing,01/09/2009,01/09/2012
JINJA SCHOOL OF NURSING AND MIDWIFERY,JINJA,Government,P.O. BOX 43 - JINJA  0712 812 363 ,DPN,Diploma in Paediatrics and Child Health Nursing,01/11/2008,01/11/2011
JINJA SCHOOL OF NURSING AND MIDWIFERY,JINJA,Government,P.O. BOX 43 - JINJA  0712 812 363 ,DPNE,Diploma in Paediatrics and Child Health Nursing (Extension),01/05/2010,01/11/2011
JINJA SCHOOL OF NURSING AND MIDWIFERY,JINJA,Government,P.O. BOX 43 - JINJA  0712 812 363 ,DPN,Diploma in Paediatrics and Child Health Nursing,01/05/2011,01/11/2012
JINJA SCHOOL OF NURSING AND MIDWIFERY,JINJA,Government,P.O. BOX 43 - JINJA  0712 812 363 ,DPN,Diploma in Paediatrics and Child Health Nursing,01/05/2012,01/11/2013
JINJA SCHOOL OF NURSING AND MIDWIFERY,JINJA,Government,P.O. BOX 43 - JINJA  0712 812 363 ,DM,Diploma in Midwifery,30/05/2005,30/05/2008
JINJA SCHOOL OF NURSING AND MIDWIFERY,JINJA,Government,P.O. BOX 43 - JINJA  0712 812 363 ,DM,Diploma in Midwifery,01/05/2006,01/05/2009
JINJA SCHOOL OF NURSING AND MIDWIFERY,JINJA,Government,P.O. BOX 43 - JINJA  0712 812 363 ,DN,Diploma in Nursing,30/05/2005,30/05/2008
JINJA SCHOOL OF NURSING AND MIDWIFERY,JINJA,Government,P.O. BOX 43 - JINJA  0712 812 363 ,DN,Diploma in Nursing,30/05/2006,30/05/2009
JINJA SCHOOL OF NURSING AND MIDWIFERY,JINJA,Government,P.O. BOX 43 - JINJA  0712 812 363 ,DN,Diploma in Nursing,01/05/2006,01/05/2009
JINJA SCHOOL OF NURSING AND MIDWIFERY,JINJA,Government,P.O. BOX 43 - JINJA  0712 812 363 ,DN,Diploma in Paediatrics and Child Health Nursing,20/09/2005,20/09/2008
JINJA SCHOOL OF NURSING AND MIDWIFERY,JINJA,Government,P.O. BOX 43 - JINJA  0712 812 363 ,DN,Diploma in Paediatrics and Child Health Nursing,26/09/2005,26/09/2008
JINJA SCHOOL OF NURSING AND MIDWIFERY,JINJA,Government,P.O. BOX 43 - JINJA  0712 812 363 ,DN,Diploma in Paediatrics and Child Health Nursing,01/09/2006,01/09/2009
JINJA SCHOOL OF NURSING AND MIDWIFERY,JINJA,Government,P.O. BOX 43 - JINJA  0712 812 363 ,DN,Diploma in Paediatrics and Child Health Nursing,01/11/2006,01/11/2009
JINJA SCHOOL OF NURSING AND MIDWIFERY,JINJA,Government,P.O. BOX 43 - JINJA  0712 812 363 ,DN,Diploma in Paediatrics and Child Health Nursing,01/05/2007,01/05/2010
KABALE INSTITUITE OF HEALTH SCIENCES,KABALE,PFP,,CCN,Certificate In Comprehensive Nursing,01/05/2009,01/11/2011
KABALE INSTITUITE OF HEALTH SCIENCES,KABALE,PFP,,CCN,Certificate In Comprehensive Nursing,01/11/2008,01/05/2011
KABALE INSTITUITE OF HEALTH SCIENCES,KABALE,PFP,,CCN,Certificate In Comprehensive Nursing,01/05/2008,01/11/2010
KABALE INSTITUITE OF HEALTH SCIENCES,KABALE,PFP,,CCN,Certificate In Comprehensive Nursing,01/05/2010,01/11/2012
KABALE INSTITUITE OF HEALTH SCIENCES,KABALE,PFP,,CCN,Certificate In Comprehensive Nursing,01/11/2010,01/05/2013
KABALE INSTITUITE OF HEALTH SCIENCES,KABALE,PFP,,CCN,Certificate In Comprehensive Nursing,01/11/2007,01/05/2010
KABALE INSTITUITE OF HEALTH SCIENCES,KABALE,PFP,,CN,Certificate in Midwifery,01/11/2010,01/05/2013
KABALE SCHOOL OF COMPREHENSIVE NURSING,KABALE,Government,P.O. BOX 7 - KABALE  0772 607 168 ,CCN,Certificate In Comprehensive Nursing,01/05/2004,01/11/2006
KABALE SCHOOL OF COMPREHENSIVE NURSING,KABALE,Government,P.O. BOX 7 - KABALE  0772 607 168 ,CCN,Certificate In Comprehensive Nursing,01/11/2004,01/05/2007
KABALE SCHOOL OF COMPREHENSIVE NURSING,KABALE,Government,P.O. BOX 7 - KABALE  0772 607 168 ,CCN,Certificate In Comprehensive Nursing,01/11/2005,01/05/2008
KABALE SCHOOL OF COMPREHENSIVE NURSING,KABALE,Government,P.O. BOX 7 - KABALE  0772 607 168 ,CCN,Certificate In Comprehensive Nursing,01/11/2006,01/05/2009
KABALE SCHOOL OF COMPREHENSIVE NURSING,KABALE,Government,P.O. BOX 7 - KABALE  0772 607 168 ,CCN,Certificate In Comprehensive Nursing,01/11/2007,01/05/2010
KABALE SCHOOL OF COMPREHENSIVE NURSING,KABALE,Government,P.O. BOX 7 - KABALE  0772 607 168 ,CCN,Certificate In Comprehensive Nursing,01/01/2008,01/07/2010
KABALE SCHOOL OF COMPREHENSIVE NURSING,KABALE,Government,P.O. BOX 7 - KABALE  0772 607 168 ,CCN,Certificate In Comprehensive Nursing,01/11/2008,01/05/2011
KABALE SCHOOL OF COMPREHENSIVE NURSING,KABALE,Government,P.O. BOX 7 - KABALE  0772 607 168 ,CCN,Certificate In Comprehensive Nursing,01/05/2010,01/11/2012
KABALE SCHOOL OF COMPREHENSIVE NURSING,KABALE,Government,P.O. BOX 7 - KABALE  0772 607 168 ,CCN,Certificate In Comprehensive Nursing,01/11/2009,01/05/2012
KABALE SCHOOL OF COMPREHENSIVE NURSING,KABALE,Government,P.O. BOX 7 - KABALE  0772 607 168 ,CCN,Certificate In Comprehensive Nursing,01/11/2010,01/05/2013
KABALE SCHOOL OF COMPREHENSIVE NURSING,KABALE,Government,P.O. BOX 7 - KABALE  0772 607 168 ,CCN,Certificate In Comprehensive Nursing,01/11/2011,01/05/2014
KABALE SCHOOL OF COMPREHENSIVE NURSING,KABALE,Government,P.O. BOX 7 - KABALE  0772 607 168 ,CCN,Certificate In Comprehensive Nursing,01/11/2012,01/05/2015
KABALE SCHOOL OF COMPREHENSIVE NURSING,KABALE,Government,P.O. BOX 7 - KABALE  0772 607 168 ,CN,Certificate in Midwifery,01/11/2003,01/05/2006
KABALE SCHOOL OF COMPREHENSIVE NURSING,KABALE,Government,P.O. BOX 7 - KABALE  0772 607 168 ,CN,Certificate in Midwifery,01/11/2011,01/05/2014
KABALE SCHOOL OF COMPREHENSIVE NURSING,KABALE,Government,P.O. BOX 7 - KABALE  0772 607 168 ,CN,Certificate in Midwifery,01/11/2012,01/05/2015
KABALE SCHOOL OF COMPREHENSIVE NURSING,KABALE,Government,P.O. BOX 7 - KABALE  0772 607 168 ,CN,Certificate in Nursing,01/11/2003,01/05/2006
KABALE SCHOOL OF COMPREHENSIVE NURSING,KABALE,Government,P.O. BOX 7 - KABALE  0772 607 168 ,CN,Certificate in Nursing,01/11/2003,01/05/2005
KABALE SCHOOL OF COMPREHENSIVE NURSING,KABALE,Government,P.O. BOX 7 - KABALE  0772 607 168 ,CN,Certificate in Nursing,01/05/2004,01/11/2006
KABALE SCHOOL OF COMPREHENSIVE NURSING,KABALE,Government,P.O. BOX 7 - KABALE  0772 607 168 ,DCN,Diploma in Comprehensive Nursing,01/05/2007,01/05/2010
KABALE SCHOOL OF COMPREHENSIVE NURSING,KABALE,Government,P.O. BOX 7 - KABALE  0772 607 168 ,DCN,Diploma in Comprehensive Nursing,01/05/2008,01/05/2011
KABALE SCHOOL OF COMPREHENSIVE NURSING,KABALE,Government,P.O. BOX 7 - KABALE  0772 607 168 ,DCN,Diploma in Comprehensive Nursing,01/05/2009,01/11/2011
KABALE SCHOOL OF COMPREHENSIVE NURSING,KABALE,Government,P.O. BOX 7 - KABALE  0772 607 168 ,DCNE,Diploma in Comprehensive Nursing (Extension),01/05/2010,01/11/2011
KABALE SCHOOL OF COMPREHENSIVE NURSING,KABALE,Government,P.O. BOX 7 - KABALE  0772 607 168 ,DCN,Diploma in Comprehensive Nursing,01/11/2011,01/05/2013
KABALE SCHOOL OF COMPREHENSIVE NURSING,KABALE,Government,P.O. BOX 7 - KABALE  0772 607 168 ,DCN,Diploma in Comprehensive Nursing,01/11/2010,01/05/2012
KABALE SCHOOL OF COMPREHENSIVE NURSING,KABALE,Government,P.O. BOX 7 - KABALE  0772 607 168 ,DCN,Diploma in Comprehensive Nursing,01/05/2010,01/11/2012
KABALE SCHOOL OF COMPREHENSIVE NURSING,KABALE,Government,P.O. BOX 7 - KABALE  0772 607 168 ,DCN,Diploma in Comprehensive Nursing,01/05/2012,01/11/2013
KAGANDO SCHOOL OF NURSING AND MIDWIFERY,KASESE,PNFP,PRIVATE BAG - KASESE  0782 285 124 ,CCN,Certificate In Comprehensive Nursing,01/05/2010,01/11/2012
KAGANDO SCHOOL OF NURSING AND MIDWIFERY,KASESE,PNFP,PRIVATE BAG - KASESE  0782 285 124 ,CCN,Certificate In Comprehensive Nursing,01/05/2005,01/11/2007
KAGANDO SCHOOL OF NURSING AND MIDWIFERY,KASESE,PNFP,PRIVATE BAG - KASESE  0782 285 124 ,CCN,Certificate In Comprehensive Nursing,01/11/2005,01/05/2008
KAGANDO SCHOOL OF NURSING AND MIDWIFERY,KASESE,PNFP,PRIVATE BAG - KASESE  0782 285 124 ,CCN,Certificate In Comprehensive Nursing,01/11/2006,01/05/2009
KAGANDO SCHOOL OF NURSING AND MIDWIFERY,KASESE,PNFP,PRIVATE BAG - KASESE  0782 285 124 ,CCN,Certificate In Comprehensive Nursing,01/11/2007,01/05/2010
KAGANDO SCHOOL OF NURSING AND MIDWIFERY,KASESE,PNFP,PRIVATE BAG - KASESE  0782 285 124 ,CCN,Certificate In Comprehensive Nursing,01/11/2008,01/05/2011
KAGANDO SCHOOL OF NURSING AND MIDWIFERY,KASESE,PNFP,PRIVATE BAG - KASESE  0782 285 124 ,CCN,Certificate In Comprehensive Nursing,01/05/2009,01/11/2011
KAGANDO SCHOOL OF NURSING AND MIDWIFERY,KASESE,PNFP,PRIVATE BAG - KASESE  0782 285 124 ,CCN,Certificate In Comprehensive Nursing,01/05/2011,01/11/2013
KAGANDO SCHOOL OF NURSING AND MIDWIFERY,KASESE,PNFP,PRIVATE BAG - KASESE  0782 285 124 ,CCN,Certificate In Comprehensive Nursing,01/05/2012,01/11/2014
KAGANDO SCHOOL OF NURSING AND MIDWIFERY,KASESE,PNFP,PRIVATE BAG - KASESE  0782 285 124 ,CN,Certificate in Midwifery,01/05/2004,01/11/2006
KAGANDO SCHOOL OF NURSING AND MIDWIFERY,KASESE,PNFP,PRIVATE BAG - KASESE  0782 285 124 ,CN,Certificate in Midwifery,01/05/2011,01/11/2013
KAGANDO SCHOOL OF NURSING AND MIDWIFERY,KASESE,PNFP,PRIVATE BAG - KASESE  0782 285 124 ,CN,Certificate in Midwifery,01/05/2012,01/11/2014
KAGANDO SCHOOL OF NURSING AND MIDWIFERY,KASESE,PNFP,PRIVATE BAG - KASESE  0782 285 124 ,DME,Diploma in Midwifery (Extension),01/05/2010,01/11/2011
KAGANDO SCHOOL OF NURSING AND MIDWIFERY,KASESE,PNFP,PRIVATE BAG - KASESE  0782 285 124 ,DME,Diploma in Midwifery (Extension),01/05/2011,01/11/2012
KAGANDO SCHOOL OF NURSING AND MIDWIFERY,KASESE,PNFP,PRIVATE BAG - KASESE  0782 285 124 ,DME,Diploma in Midwifery (Extension),01/05/2012,01/11/2013
KAGANDO SCHOOL OF NURSING AND MIDWIFERY,KASESE,PNFP,PRIVATE BAG - KASESE  0782 285 124 ,DN,Diploma in Nursing,01/11/2008,01/11/2011
KAGANDO SCHOOL OF NURSING AND MIDWIFERY,KASESE,PNFP,PRIVATE BAG - KASESE  0782 285 124 ,DN,Diploma in Nursing,01/11/2009,01/11/2012
KAGANDO SCHOOL OF NURSING AND MIDWIFERY,KASESE,PNFP,PRIVATE BAG - KASESE  0782 285 124 ,DNE,Diploma in Nursing (Extension),01/05/2010,01/11/2011
KAGANDO SCHOOL OF NURSING AND MIDWIFERY,KASESE,PNFP,PRIVATE BAG - KASESE  0782 285 124 ,DN,Diploma in Nursing,01/11/2011,01/11/2014
KAGANDO SCHOOL OF NURSING AND MIDWIFERY,KASESE,PNFP,PRIVATE BAG - KASESE  0782 285 124 ,DNE,Diploma in Nursing (Extension),01/05/2009,01/11/2011
KAGANDO SCHOOL OF NURSING AND MIDWIFERY,KASESE,PNFP,PRIVATE BAG - KASESE  0782 285 124 ,DNE,Diploma in Nursing (Extension),01/05/2011,01/11/2012
KAGANDO SCHOOL OF NURSING AND MIDWIFERY,KASESE,PNFP,PRIVATE BAG - KASESE  0782 285 124 ,DNE,Diploma in Nursing (Extension),01/05/2012,01/11/2013
KAGANDO SCHOOL OF NURSING AND MIDWIFERY,KASESE,PNFP,PRIVATE BAG - KASESE  0782 285 124 ,DN,Diploma in Nursing,01/05/2003,01/05/2006
KAGANDO SCHOOL OF NURSING AND MIDWIFERY,KASESE,PNFP,PRIVATE BAG - KASESE  0782 285 124 ,DN,Diploma in Nursing,01/05/2004,01/05/2007
KAGANDO SCHOOL OF NURSING AND MIDWIFERY,KASESE,PNFP,PRIVATE BAG - KASESE  0782 285 124 ,DN,Diploma in Nursing,01/11/2004,01/11/2007
KAGANDO SCHOOL OF NURSING AND MIDWIFERY,KASESE,PNFP,PRIVATE BAG - KASESE  0782 285 124 ,DN,Diploma in Nursing,27/05/2005,27/05/2008
KAGANDO SCHOOL OF NURSING AND MIDWIFERY,KASESE,PNFP,PRIVATE BAG - KASESE  0782 285 124 ,DN,Diploma in Nursing,01/05/2006,01/05/2009
KAGANDO SCHOOL OF NURSING AND MIDWIFERY,KASESE,PNFP,PRIVATE BAG - KASESE  0782 285 124 ,DN,Diploma in Nursing,01/05/2005,01/05/2008
KAGANDO SCHOOL OF NURSING AND MIDWIFERY,KASESE,PNFP,PRIVATE BAG - KASESE  0782 285 124 ,DN,Diploma in Nursing,01/11/2005,01/11/2008
KAGANDO SCHOOL OF NURSING AND MIDWIFERY,KASESE,PNFP,PRIVATE BAG - KASESE  0782 285 124 ,DN,Diploma in Nursing,01/11/2007,01/11/2010
KAGANDO SCHOOL OF NURSING AND MIDWIFERY,KASESE,PNFP,PRIVATE BAG - KASESE  0782 285 124 ,DN,Diploma in Nursing,01/05/2007,01/05/2010
KAGANDO SCHOOL OF NURSING AND MIDWIFERY,KASESE,PNFP,PRIVATE BAG - KASESE  0782 285 124 ,DN,Diploma in Nursing,01/11/2006,01/11/2009
KAGANDO SCHOOL OF NURSING AND MIDWIFERY,KASESE,PNFP,PRIVATE BAG - KASESE  0782 285 124 ,DN,Diploma in Nursing,01/05/2008,01/05/2011
KALUNGI SCHOOL OF NURSING,KALUNGU,PNFP,,CN,Certificate in Nursing,01/05/2011,01/11/2013
KAMPALA INTERNATIONAL UNIVERSITY,KAMPALA,PFP,,CCN,Certificate In Comprehensive Nursing,01/11/2003,01/05/2006
KAMPALA INTERNATIONAL UNIVERSITY,KAMPALA,PFP,,CCN,Certificate In Comprehensive Nursing,01/11/2010,01/05/2013
KAMPALA INTERNATIONAL UNIVERSITY,KAMPALA,PFP,,CCN,Certificate In Comprehensive Nursing,01/05/2010,01/11/2012
KAMPALA INTERNATIONAL UNIVERSITY,KAMPALA,PFP,,CCN,Certificate In Comprehensive Nursing,01/05/2011,01/11/2013
KAMPALA INTERNATIONAL UNIVERSITY,KAMPALA,PFP,,CCN,Certificate In Comprehensive Nursing,01/11/2011,01/05/2014
KAMPALA INTERNATIONAL UNIVERSITY,KAMPALA,PFP,,DN,Diploma in Nursing,01/11/2011,01/05/2013
KAMPALA INTERNATIONAL UNIVERSITY,KAMPALA,PFP,,DN,Diploma in Nursing,01/05/2010,01/05/2013
KAMPALA INTERNATIONAL UNIVERSITY,KAMPALA,PFP,,DNE,Diploma in Nursing (Extension),01/11/2011,01/05/2013
KAMPALA INTERNATIONAL UNIVERSITY,KAMPALA,PFP,,DN,Diploma in Nursing,01/05/2009,01/05/2012
KAMPALA INTERNATIONAL UNIVERSITY,KAMPALA,PFP,,DNE,Diploma in Nursing (Extension),01/11/2010,01/05/2012
KAMPALA INTERNATIONAL UNIVERSITY,KAMPALA,PFP,,DNE,Diploma in Nursing (Extension),01/05/2010,01/05/2013
KAMPALA INTERNATIONAL UNIVERSITY (KIU) WESTERN CAMPUS,BUSHENYI,PFP,,DNE,Diploma in Nursing (Extension),01/05/2012,01/11/2013
KAMPALA UNIVERSITY SCHOOL OF NURSING,KAMPALA,PFP,,CN,Certificate in Nursing,01/11/2009,01/05/2012
KAMPALA UNIVERSITY SCHOOL OF NURSING,KAMPALA,PFP,,CN,Certificate in Nursing,01/05/2010,01/11/2012
KAMULI SCHOOL OF NURSING AND MIDWIFERY,KAMULI,PNFP,P.O. BOX 99 - KAMULI  0782 529 642 ,CCN,Certificate In Comprehensive Nursing,01/11/2006,01/05/2009
KAMULI SCHOOL OF NURSING AND MIDWIFERY,KAMULI,PNFP,P.O. BOX 99 - KAMULI  0782 529 642 ,CCN,Certificate In Comprehensive Nursing,01/11/2007,01/05/2010
KAMULI SCHOOL OF NURSING AND MIDWIFERY,KAMULI,PNFP,P.O. BOX 99 - KAMULI  0782 529 642 ,CCN,Certificate In Comprehensive Nursing,01/05/2009,01/11/2011
KAMULI SCHOOL OF NURSING AND MIDWIFERY,KAMULI,PNFP,P.O. BOX 99 - KAMULI  0782 529 642 ,CCN,Certificate In Comprehensive Nursing,01/05/2010,01/11/2012
KAMULI SCHOOL OF NURSING AND MIDWIFERY,KAMULI,PNFP,P.O. BOX 99 - KAMULI  0782 529 642 ,CCN,Certificate In Comprehensive Nursing,,
KAMULI SCHOOL OF NURSING AND MIDWIFERY,KAMULI,PNFP,P.O. BOX 99 - KAMULI  0782 529 642 ,CCN,Certificate In Comprehensive Nursing,01/05/2011,01/11/2013
KAMULI SCHOOL OF NURSING AND MIDWIFERY,KAMULI,PNFP,P.O. BOX 99 - KAMULI  0782 529 642 ,CN,Certificate in Midwifery,01/11/2003,01/05/2006
KAMULI SCHOOL OF NURSING AND MIDWIFERY,KAMULI,PNFP,P.O. BOX 99 - KAMULI  0782 529 642 ,CN,Certificate in Midwifery,01/11/2004,01/05/2007
KAMULI SCHOOL OF NURSING AND MIDWIFERY,KAMULI,PNFP,P.O. BOX 99 - KAMULI  0782 529 642 ,CN,Certificate in Midwifery,04/11/2005,04/05/2008
KAMULI SCHOOL OF NURSING AND MIDWIFERY,KAMULI,PNFP,P.O. BOX 99 - KAMULI  0782 529 642 ,CN,Certificate in Midwifery,01/11/2006,01/05/2009
KAMULI SCHOOL OF NURSING AND MIDWIFERY,KAMULI,PNFP,P.O. BOX 99 - KAMULI  0782 529 642 ,CN,Certificate in Midwifery,01/11/2007,01/05/2010
KAMULI SCHOOL OF NURSING AND MIDWIFERY,KAMULI,PNFP,P.O. BOX 99 - KAMULI  0782 529 642 ,CN,Certificate in Midwifery,01/11/2008,01/05/2011
KAMULI SCHOOL OF NURSING AND MIDWIFERY,KAMULI,PNFP,P.O. BOX 99 - KAMULI  0782 529 642 ,CN,Certificate in Midwifery,01/05/2009,01/11/2011
KAMULI SCHOOL OF NURSING AND MIDWIFERY,KAMULI,PNFP,P.O. BOX 99 - KAMULI  0782 529 642 ,CN,Certificate in Midwifery,01/05/2010,01/11/2012
KAMULI SCHOOL OF NURSING AND MIDWIFERY,KAMULI,PNFP,P.O. BOX 99 - KAMULI  0782 529 642 ,CN,Certificate in Midwifery,01/05/2011,01/11/2013
KAMULI SCHOOL OF NURSING AND MIDWIFERY,KAMULI,PNFP,P.O. BOX 99 - KAMULI  0782 529 642 ,CN,Certificate in Midwifery,01/05/2012,01/11/2014
KAMULI SCHOOL OF NURSING AND MIDWIFERY,KAMULI,PNFP,P.O. BOX 99 - KAMULI  0782 529 642 ,CN,Certificate in Nursing,01/05/2012,01/11/2014
KAMULI SCHOOL OF NURSING AND MIDWIFERY,KAMULI,PNFP,P.O. BOX 99 - KAMULI  0782 529 642 ,CN,Certificate in Nursing,01/11/2012,01/05/2015
KIBULI NURSING TRAINING SCHOOL,KAMPALA,Government,P.O. BOX 24548 - KAMPALA  0777 198 441 ,CCN,Certificate In Comprehensive Nursing,01/11/2006,01/05/2009
KIBULI NURSING TRAINING SCHOOL,KAMPALA,Government,P.O. BOX 24548 - KAMPALA  0777 198 441 ,CCN,Certificate In Comprehensive Nursing,01/11/2007,01/05/2010
KIBULI NURSING TRAINING SCHOOL,KAMPALA,Government,P.O. BOX 24548 - KAMPALA  0777 198 441 ,CCN,Certificate In Comprehensive Nursing,01/11/2206,01/05/2209
KIBULI NURSING TRAINING SCHOOL,KAMPALA,Government,P.O. BOX 24548 - KAMPALA  0777 198 441 ,CCN,Certificate In Comprehensive Nursing,01/11/2008,01/05/2011
KIBULI NURSING TRAINING SCHOOL,KAMPALA,Government,P.O. BOX 24548 - KAMPALA  0777 198 441 ,CCN,Certificate In Comprehensive Nursing,01/05/2009,01/11/2011
KIBULI NURSING TRAINING SCHOOL,KAMPALA,Government,P.O. BOX 24548 - KAMPALA  0777 198 441 ,CCN,Certificate In Comprehensive Nursing,01/05/2010,01/11/2012
KIBULI NURSING TRAINING SCHOOL,KAMPALA,Government,P.O. BOX 24548 - KAMPALA  0777 198 441 ,CCN,Certificate In Comprehensive Nursing,01/05/2011,01/11/2013
KIBULI NURSING TRAINING SCHOOL,KAMPALA,Government,P.O. BOX 24548 - KAMPALA  0777 198 441 ,CN,Certificate in Midwifery,01/05/2009,01/11/2011
KIBULI NURSING TRAINING SCHOOL,KAMPALA,Government,P.O. BOX 24548 - KAMPALA  0777 198 441 ,CN,Certificate in Nursing,01/05/2005,01/11/2007
KIBULI NURSING TRAINING SCHOOL,KAMPALA,Government,P.O. BOX 24548 - KAMPALA  0777 198 441 ,CN,Certificate in Nursing,01/11/2012,01/05/2015
KIBULI NURSING TRAINING SCHOOL,KAMPALA,Government,P.O. BOX 24548 - KAMPALA  0777 198 441 ,DME,Diploma in Midwifery (Extension),01/05/2012,01/11/2013
KISIIZI SCHOOL OF NURSING,RUKUNGIRI,PNFP,P.O. BOX 109 - KABALE  0782 543 103 ,CCN,Certificate In Comprehensive Nursing,01/11/2006,01/05/2009
